"AQI Value","CO AQI Value","Ozone AQI Value","NO2 AQI Value","PM2.5 AQI Value","lat","lng"
29,1,29,2,20,10.9098,124.5376
37,1,21,7,37,32.6633,-115.4678
37,1,37,0,28,53.6864,88.0703
153,4,4,20,153,25.9125,-80.3214
54,1,33,3,54,49.6786,9.0039
35,1,35,0,10,62.3667,50.0833
27,0,25,0,27,-34.1889,142.1583
63,1,20,3,63,52.2883,8.9167
63,1,20,3,63,32.6187,-93.2762
124,2,28,10,124,44.8873,11.066
39,1,10,2,39,-20.8189,-49.5208
209,67,209,2,157,4.3925,113.9861
95,1,26,0,95,8.65,39.0833
29,1,29,0,9,67.9333,32.9167
53,1,33,9,53,45.1071,-93.2076
39,1,39,2,22,35.915,14.4447
73,2,4,6,73,5.1664,-75.5189
51,1,26,3,51,50.25,8.9
53,1,25,0,53,20.0472,-77.5781
22,0,22,0,9,-20.7364,116.8464
39,1,39,2,19,37.1571,140.4468
49,1,33,0,49,37.7647,30.5567
185,2,70,0,185,23.014,85.2724
45,1,38,0,45,52.4833,48.1
165,5,6,10,165,17.7667,-92.6
57,1,23,0,57,6.7667,125.1833
57,1,23,0,57,12.3117,121.1472
57,1,23,0,57,9.0167,125.1833
57,1,23,0,57,8.0333,123.9167
57,1,23,0,57,10.8667,121.05
34,1,34,2,29,46.544,-87.4082
44,1,44,0,32,34.6667,131.85
57,1,38,1,57,44.6,40.0833
85,2,10,19,85,38.5018,-90.3149
65,2,14,23,65,40.7824,-73.4088
52,1,46,4,52,35.9514,139.9754
50,0,23,0,50,15.1832,74.971
37,1,37,3,19,41.6756,-70.2242
37,1,37,3,19,43.7978,-70.1719
39,1,39,1,14,43.1953,140.7835
86,1,86,1,67,36.1183,139.193
55,1,24,4,55,57.4667,42.15
36,1,17,2,36,17.6444,-101.5511
54,1,22,3,54,47.1681,8.5169
103,2,69,0,103,30.38,78.48
77,2,17,21,77,40.9176,-73.9532
65,1,30,5,65,49.4833,7.0333
50,4,41,16,50,36.8931,4.1225
60,2,51,0,60,27.7233,109.1885
57,1,25,3,57,40.5756,-3.9292
44,1,33,0,44,63.5667,53.7
34,0,34,1,33,52.5167,5.7167
108,4,10,12,108,14.65,-91.5833
108,4,10,12,108,8.0244,-61.8819
83,1,33,0,83,15.506,80.049
53,1,27,5,53,36.2878,-95.8311
38,1,5,4,38,5.8333,-73.15
65,1,19,7,65,36.7303,14.8467
81,2,17,2,81,-29.6683,22.7439
47,1,13,1,47,15.73,-88.6
23,1,23,0,14,52.9784,-122.4927
74,3,3,7,74,-1.0333,-79.45
34,0,24,2,34,51.2,7.35
35,0,27,2,35,52.4167,8.6167
74,1,35,0,74,3.7931,101.8569
62,2,17,15,62,47.6763,-122.1169
62,2,17,15,62,44.2612,-121.181
115,4,1,11,115,-34.4167,-70.8667
50,1,50,0,14,45.3272,14.4411
56,1,9,3,56,-21.275,-43.1789
24,0,24,0,11,-34.4833,-54.35
59,2,20,8,59,42.2596,-89.064
30,0,25,2,30,51.0347,6.6914
45,1,27,0,45,10.3197,119.3408
45,1,27,0,45,17.1167,121.6167
45,1,27,0,45,12.5833,121.5
52,1,35,2,52,54.7333,39.5167
46,0,29,0,46,13.8206,102.0589
53,1,27,0,53,10.9,123.4167
53,1,27,0,53,9.1167,124.7167
23,0,23,0,9,-31.3833,-57.95
23,0,23,0,9,-23.2008,-47.2869
37,0,30,1,37,52.15,10.3333
61,1,16,0,61,7.05,125.7333
61,1,16,0,61,14.7678,120.5431
54,1,27,0,54,14.998,120.78
48,1,19,0,48,5.8388,118.1173
56,1,6,14,56,40.6024,-112.0008
52,1,7,13,52,40.6886,-112.0123
72,2,9,13,72,42.8372,-88.7341
24,0,24,2,19,-34.4331,150.8831
71,1,71,2,33,35.7224,140.0999
71,1,71,2,33,36.1816,139.8911
37,1,37,0,29,39.0148,139.9088
40,1,40,1,38,44.1394,43.0169
34,0,34,1,28,52.0667,4.5
36,1,36,0,20,41.4564,31.7986
34,0,34,1,27,51.8333,4.6833
26,0,13,0,26,-5.6819,-43.0928
56,1,56,1,50,40.7333,14.7667
37,1,22,7,37,-31.9559,115.8606
37,1,22,7,37,56.3958,-3.4333
70,1,35,5,70,42.4643,14.2142
215,13,3,13,215,-29.6167,30.3833
39,1,15,2,39,-26.87,-58.3
39,1,15,2,39,-34.4588,-58.9142
39,1,15,2,39,12.9244,123.6756
39,1,15,2,39,11.4878,122.9956
39,1,15,2,39,14.6667,120.5667
39,1,15,2,39,-9.5972,-35.9567
39,1,15,2,39,9.8333,124.3333
39,1,15,2,39,-31.6833,-63.9
39,1,15,2,39,10.807,124.565
39,1,15,2,39,9.8639,126.1008
39,1,15,2,39,17.4168,120.5954
149,3,4,7,149,-21.0094,-48.2217
21,0,21,2,12,37.74,-25.67
40,1,27,3,40,48.0686,-2.9628
29,0,24,3,29,29.8554,-93.9264
67,2,17,17,67,41.8666,-88.0629
64,2,17,6,64,43.3109,-73.6458
76,2,19,11,76,41.5743,-85.8309
76,2,19,11,76,41.3817,-74.3498
141,1,16,7,141,10.4739,-66.5383
101,3,5,8,101,6.28,-75.4427
79,2,7,6,79,14.6099,-90.5252
32,1,32,3,15,53.9919,-1.5378
71,2,36,5,71,50.0722,8.4864
52,1,22,1,52,6.8897,80.5981
63,2,27,13,63,37.7983,-89.0305
32,1,32,4,23,51.7966,-0.0774
201,5,201,4,159,35.2333,115.4333
89,2,17,19,89,40.5006,-74.4283
89,2,17,19,89,42.1823,-87.8104
89,2,17,19,89,42.4052,-83.0977
89,2,17,19,89,32.8311,-96.8012
67,1,27,4,67,48.2556,7.8119
54,2,27,10,54,40.265,-74.8006
62,1,47,2,62,44.2856,11.8833
25,0,25,0,20,-19.4,46.95
23,1,23,0,23,-18.9333,47.4333
23,1,23,0,23,-23.1167,47.5667
23,1,23,0,23,-20.8667,46.8833
51,1,27,9,51,38.7361,-77.0589
61,1,16,13,61,25.8697,-80.2174
51,1,26,2,51,14.4,121.4667
164,3,147,1,164,32.2681,74.6675
163,3,160,1,163,29.98,76.58
59,1,25,2,59,22.8136,-82.7633
29,1,29,0,20,55.4,43.8167
29,1,28,2,29,50.5094,12.4
29,1,28,2,29,49.6833,11.6167
12,0,8,0,12,-13.1631,-74.2244
12,0,8,0,12,-37.1333,-58.4667
35,0,16,0,35,-4.2167,35.75
32,1,32,2,29,51.5167,13.4
34,1,34,2,30,50.1333,8.0667
101,0,33,0,101,14.75,79.05
30,0,17,0,30,-2.7919,33.9894
65,2,0,5,65,-21.1869,-43.9758
46,0,31,0,46,53.65,47.1
29,1,29,0,23,54.3833,53.2833
69,0,39,0,69,40.2597,40.2278
82,2,9,30,82,41.8829,-87.8762
92,3,12,2,92,-12.55,13.4167
75,1,18,0,75,10.2,122.8667
40,1,32,2,40,46.8143,-100.7694
37,1,33,3,37,51.8333,6.6167
37,1,33,3,37,51.1722,5.5794
75,2,4,8,75,40.8751,-74.0293
54,1,40,2,54,50.1608,35.5164
36,1,36,4,36,36.2111,-81.6669
36,1,36,4,36,42.0531,-93.877
65,0,33,0,65,53.4457,-2.9891
49,1,30,1,49,35.6598,-101.4012
49,1,30,1,49,52.9236,6.7922
41,1,41,2,23,44.3022,-96.7859
37,1,28,3,37,51,4.2
90,5,17,2,90,-3.3833,29.3667
72,1,26,2,72,5.3992,100.3639
13,0,12,0,13,-11.685,-41.7689
36,1,16,10,36,45.2652,-122.6867
34,0,19,1,34,-6.38,-35.1289
16,1,3,0,16,-4.8828,-66.8958
35,1,35,1,17,45.55,8.7667
57,1,38,1,57,44.5667,10.7833
62,1,37,2,62,44.55,10.9333
56,1,43,5,56,40.8565,-74.2288
42,1,32,8,42,27.3387,-82.5432
40,1,33,0,40,54.35,41.9167
77,1,31,0,77,28.0333,-105.2833
31,0,30,1,31,53.2333,8.6
54,1,29,9,54,37.0555,-122.0118
217,12,14,14,217,6.8333,3.65
169,1,169,3,156,25.3575,55.3908
47,1,47,1,22,34.9159,137.4986
42,1,30,9,42,51.3813,-0.0543
42,1,30,9,42,40.7936,-72.8748
24,0,24,0,11,-16.9167,49.5833
39,1,39,2,39,35.8667,140.0333
61,0,31,1,61,53.7534,-2.3638
77,1,23,0,77,6.1468,1.1799
42,1,42,3,21,40.9167,14.3167
165,1,45,0,165,24.8988,80.2592
47,1,30,4,47,45.35,11.8667
27,0,27,1,25,42.0256,-93.6217
73,1,23,1,73,14.9281,121.0293
40,0,40,0,24,43.485,-1.5183
42,1,31,3,42,33.6712,-85.8135
201,5,201,4,154,30.5,117.0333
55,1,18,6,55,48.8075,2.3361
29,1,16,2,29,23.6333,-103.6397
30,0,17,0,30,-6.7608,-38.2308
54,1,32,5,54,39.0603,-76.8456
49,1,49,2,38,43.631,-70.2895
35,1,23,2,35,47.4167,8.3667
30,1,30,0,21,60.7333,77.5833
92,2,16,5,92,-12.5208,-76.7369
120,0,30,0,120,17.4651,77.4187
50,1,30,7,50,42.5367,-83.1504
50,1,23,3,50,32.3568,-97.4151
42,1,32,8,42,41.5113,-81.5636
41,1,34,1,41,53.9217,19.0336
56,1,17,0,56,9.4075,-0.8533
38,1,19,0,38,9.0789,126.1986
38,1,38,2,26,35.7767,-5.8039
35,1,5,2,35,-21.4058,-48.505
45,1,32,3,45,43.805,4.6594
43,0,17,0,43,5.3,-1.9833
37,1,37,0,27,55.25,75.9833
61,1,57,2,61,36.2448,139.5421
45,1,45,1,32,40.4,18.0667
88,3,12,26,88,33.8436,-84.2024
18,0,18,0,17,-11.0667,37.35
40,1,40,0,36,54.7261,55.9475
165,1,29,0,165,23.8,72.4
43,1,29,0,43,9.97,77.8
36,1,36,0,34,52.05,39.7333
56,2,35,1,56,43.8,131.9667
33,0,33,0,13,33.2167,132.5667
61,1,41,0,61,44.2667,19.8833
57,1,36,2,57,41.6833,13.4167
56,1,29,2,56,45.5242,4.8781
70,2,27,6,70,48.8053,2.135
70,2,27,6,70,38.0486,-84.7258
29,1,29,4,25,51.5135,-0.2707
29,1,29,4,25,42.4843,-71.4378
176,1,36,0,176,26.4499,74.6399
66,2,23,0,66,3.7667,12.25
49,1,49,2,25,40.7833,17.2333
25,1,25,1,24,39.2625,-0.4683
176,3,176,1,154,28.9044,78.4675
22,0,22,0,17,-18.4033,47.85
48,1,31,7,48,42.2759,-83.731
67,1,29,1,67,46.1958,6.2364
71,4,41,4,71,26.2456,105.934
55,2,15,20,55,41.3443,-73.0689
23,0,21,0,23,-19.68,47.33
23,0,21,0,23,-16.8667,49.6333
57,1,39,3,57,43.8761,5.3964
51,1,13,1,51,-23.5508,-51.4608
42,2,1,2,42,-9.9161,-63.0408
28,1,28,1,14,64.55,40.5333
64,1,19,5,64,32.6998,-97.125
64,1,19,5,64,38.8786,-77.1011
64,1,19,5,64,42.4187,-71.1639
64,1,19,5,64,48.1701,-122.1442
64,1,19,5,64,35.2594,-89.668
35,2,35,6,35,40.9667,14.2
14,1,12,0,14,-27.4,-56.9
76,2,20,6,76,47.9167,7.7
67,1,39,2,67,38.2833,15.8167
38,1,32,3,38,51.3333,3.8333
51,2,28,1,51,26.63,92.8
136,3,136,3,104,42.2841,123.8365
71,0,24,0,71,10.9,75.92
62,1,23,0,62,13.4585,123.6805
41,1,41,2,34,36.3813,139.7303
119,2,119,0,76,26.1611,127.6689
40,1,40,0,10,41.0172,34.0383
18,0,18,0,15,-5.6368,132.7508
40,1,40,0,32,45.19,28.8
154,1,37,0,154,22.6986,73.1156
154,1,37,0,154,22.1262,78.7149
18,0,14,0,18,20.82,71.03
18,0,14,0,18,-15.2928,-39.075
40,0,17,1,40,-3.625,-39.5078
33,1,33,0,28,57.1167,50
37,0,31,2,37,51.6167,5.55
66,2,9,6,66,-1.0439,-79.6383
32,1,26,2,32,47.1689,-1.4697
80,2,12,13,80,26.1547,-80.2997
56,2,24,15,56,43.1346,-88.2226
43,1,24,7,43,56.4211,40.4489
48,0,30,3,48,52.774,-1.557
42,0,15,14,42,-33.8678,151.21
170,2,83,0,170,32.13,70.23
47,1,47,3,46,40.4711,17.2431
86,1,71,3,86,41.3111,69.2797
60,1,7,11,60,-31.4,-64.5167
103,4,22,2,103,-26.95,24.7472
56,0,22,0,56,16.6,95.1833
43,0,23,0,43,17.2995,101.7624
28,1,28,4,25,51.8109,-0.0314
28,1,28,4,25,42.2806,-72.2843
40,1,26,3,40,51.1,6.15
148,3,15,7,148,26.1599,-97.9877
54,2,16,19,54,41.2739,-72.9672
54,2,16,19,54,41.2083,-112.0541
50,1,20,11,50,45.367,-122.6399
36,0,36,0,34,53.25,7.9167
29,1,29,2,26,54.548,-3.5855
33,1,30,3,33,53.5448,-2.6318
156,3,11,14,156,-25.877,29.201
36,0,34,1,36,52.7167,10.7333
40,1,29,3,40,51.2,4.5167
57,2,31,12,57,41.6877,-87.7916
57,2,31,12,57,51.113,-0.147
46,0,29,0,46,16.3997,103.3678
44,1,44,0,34,35.4333,133.3333
50,1,31,0,50,44.2017,17.9039
51,1,35,2,51,43.6522,25.3681
82,3,11,29,82,33.8659,-84.684
55,1,49,1,55,35.8794,14.4722
72,3,2,13,72,37.1229,-80.5587
63,1,28,4,63,14.5619,120.5983
63,1,28,4,63,48.9933,1.7358
27,1,27,2,18,55.9791,-3.6105
38,1,33,1,38,53.2783,-110.005
38,1,33,1,38,53.2807,-110.035
46,1,20,7,46,52.1615,6.4152
47,1,28,0,47,14.8,100.6269
36,1,36,3,16,52.77,-1.2
155,2,44,6,155,28.8918,105.4409
155,2,44,6,155,23.3687,114.5196
150,2,14,4,150,10.0667,-72.5667
68,1,46,0,68,43.5,44.75
47,0,25,0,47,-3.2236,40.13
63,1,36,2,63,45.6582,11.4047
43,2,40,6,43,30.3751,-90.0904
43,2,40,6,43,18.0333,-77.5
70,2,25,0,70,-14.4667,35.2667
38,1,38,0,38,49.5881,117.4525
30,1,27,1,30,14.2667,120.7333
69,1,16,8,69,32.4355,-111.1558
25,0,13,1,25,-3.1239,-40.1469
53,2,33,10,53,38.5534,-89.9161
53,2,33,10,53,39.8159,-84.2317
53,2,33,10,53,39.9732,-76.792
12,0,9,1,12,-14.272,-71.229
61,1,3,4,61,4.4033,-74.3881
48,1,30,0,48,-8.1167,115.0833
31,1,31,5,25,38.7992,-9.3883
57,1,44,0,57,37.75,39.3167
35,1,35,3,19,53.55,-2.776
39,1,31,5,39,51.8167,4.7667
54,1,33,3,54,47.7831,9.6114
35,1,32,1,35,50.6192,26.2519
60,1,23,8,60,28.3203,-80.736
47,1,47,1,39,35.3778,-77.9717
61,1,27,0,61,-20.0184,57.5802
24,1,21,2,24,41.5127,-109.471
41,1,41,0,31,53.144,-6.072
57,1,35,1,57,42.3794,-82.9287
72,1,72,0,57,40.9333,14.2667
56,1,42,0,56,47.5539,25.8892
191,7,46,20,191,28.456,77.029
75,1,39,0,75,40.7894,43.8475
53,1,40,4,53,40.8618,-74.0741
48,1,46,1,48,31.3074,-89.317
97,2,97,2,41,32.1896,-80.7499
42,1,37,2,42,42.2176,-70.8854
50,1,50,2,50,33.3667,129.55
44,1,44,0,14,56.3572,8.6153
72,1,45,0,72,49.5525,17.7683
38,1,37,1,38,50.8508,2.885
66,1,37,0,66,8.8333,3.75
62,1,25,9,62,36.1908,140.2872
48,1,48,2,38,43.5151,4.9895
26,0,25,0,26,-23.1531,-47.0578
31,1,25,0,31,-3.2796,30.96
28,1,28,1,24,55.05,74.5833
93,2,29,1,93,-5.9128,29.1906
150,3,25,6,150,22.4383,88.115
150,3,25,6,150,22.4206,88.8655
86,2,43,1,86,-8.7386,24.9906
54,1,46,2,54,39.1238,-94.5541
54,1,46,2,54,39.1235,-94.7443
41,1,41,1,32,52.0833,21.25
67,1,32,0,67,41.6667,48.1333
113,3,14,1,113,0.7033,32.9036
51,1,47,0,51,47.3069,11.0722
41,1,41,2,34,43.4833,44.1333
39,1,9,1,39,17.61,99.2234
68,1,40,0,68,46.4,13.0167
191,3,36,7,191,26.1505,75.79
31,0,28,0,31,40.7833,-7.35
55,1,25,5,55,16.3928,120.5603
22,0,22,0,19,-9.3,32.7667
55,1,26,1,55,-23.8333,30.1667
54,1,41,1,54,50.3581,3.5233
44,1,44,0,29,49.8386,35.6217
69,1,52,0,69,42.1116,14.7082
82,1,71,0,82,45.3256,8.4231
69,1,50,0,69,49.1597,5.3828
68,1,68,0,54,40.8333,14.85
21,0,20,0,21,-10.6833,35.65
165,5,10,43,165,27.88,78.75
109,3,21,24,109,34.0493,-118.0484
37,1,37,1,30,51.85,4.3333
59,1,59,0,59,44.5333,11.0167
57,1,48,4,57,40.9061,-73.1278
75,1,21,6,75,13.8833,120.9333
87,1,63,0,87,45.45,11.9833
108,2,23,4,108,17.2711,74.5378
40,1,40,1,29,52.23,21.0111
40,1,40,1,29,41.2448,-85.8465
85,1,18,0,85,-3.5968,26.6658
70,2,18,15,70,56.3167,38.7
51,1,38,1,51,51.3158,9.4979
49,1,49,2,45,35.2475,136.9722
36,1,36,3,21,35.9753,139.7523
69,1,36,3,69,50.0617,8.5311
51,1,14,8,51,52.3885,-2.249
36,1,36,1,19,32.9833,130.8167
60,1,25,2,60,56.3333,36.7333
66,1,30,5,66,50.3597,7.5978
56,0,27,0,56,9.1744,77.8688
56,0,27,0,56,10.0283,77.5809
95,1,35,2,95,50.0906,17.6986
107,3,18,1,107,4.6333,9.45
35,0,35,1,28,52.3167,9.8
101,3,2,29,101,33.9073,-84.2711
32,0,32,1,28,52.8333,15.8333
42,1,32,8,42,41.5317,-81.5794
69,1,38,3,69,37.577,-77.3865
37,0,29,2,37,50.9667,-1.35
35,1,33,2,35,51.1,5.8833
28,0,28,1,28,47.1167,8.7333
34,1,34,2,28,50.7697,7.4517
155,1,42,0,155,23.8331,79.4419
60,1,45,4,60,39.921,-75.261
29,0,22,0,29,-14.3667,34.3333
25,0,22,0,25,17.9835,100.0519
235,3,158,1,235,23.7639,90.3889
45,1,40,0,45,46.6167,29.9167
125,2,11,8,125,18.9817,-97.7822
64,1,38,1,64,37.5556,15.1458
157,1,37,0,157,23.7118,76.0157
28,0,28,1,26,51.7633,7.8911
44,1,44,2,30,41.9267,8.7369
56,1,35,3,56,44,8.1667
205,41,9,25,205,-26.2672,28.1219
35,0,35,2,19,37.0897,-8.2458
79,1,27,3,79,32.9229,-85.9358
31,1,28,2,31,48.805,2.4239
40,0,26,0,40,14.1728,120.9277
16,0,16,0,7,-3.3331,128.919
40,1,40,0,13,40.65,35.8331
20,0,20,0,10,-20.5167,47.25
50,1,33,1,50,48.1167,14.8667
65,2,31,8,65,40.0891,-85.6892
65,2,31,8,65,34.5211,-82.6478
65,2,31,8,65,40.4497,-122.295
38,1,38,1,23,56.7,60.8333
50,1,31,1,50,44.6586,-1.1689
41,1,22,0,41,-14.9889,34.9591
124,4,7,34,124,34.0829,-117.9722
140,1,49,0,140,39.5167,54.3667
36,1,30,8,36,39.3051,-76.6144
48,1,10,2,48,-22.4947,-48.5581
61,2,22,19,61,41.7443,-71.3145
61,2,22,19,61,42.1515,-88.1281
61,2,22,19,61,43.2139,-71.0424
48,2,12,0,48,9.25,0.7833
51,1,24,4,51,50.0042,5.72
58,1,10,9,58,30.442,-91.1311
68,1,40,0,68,47.1797,24.1797
44,1,24,4,44,51,6.5625
44,1,24,4,44,51.7667,6.1833
100,1,32,2,100,46.1403,12.2167
34,1,34,0,21,50.9167,128.4667
55,2,28,8,55,42.523,-89.0184
47,1,24,4,47,50.9918,7.1303
37,1,11,9,37,55.9046,-4.225
40,1,29,4,40,33.6219,-114.6195
46,1,30,2,46,51.4819,7.2158
45,1,24,4,45,26.3558,-81.7859
85,1,40,2,85,45.15,7.65
25,1,25,3,18,45.6833,-111.0558
33,0,33,0,33,54.3833,19.8333
56,1,20,6,56,48.6979,2.5044
43,1,43,3,25,40.8054,-82.9719
35,0,34,0,35,53.1219,18.0003
68,2,16,19,68,34.491,-84.9386
62,1,30,0,62,11.902,109.2207
62,1,30,0,62,11.9136,109.1369
26,1,26,1,23,38.9611,-0.585
35,0,14,2,35,-8.8819,-36.1908
38,1,38,2,19,43.85,10.5667
84,1,28,6,84,37.7221,-89.2237
84,1,28,6,84,41.5714,-75.5048
94,1,36,5,94,43.8167,11.0167
58,1,36,2,58,44.0558,5.0489
54,1,28,2,54,37.9333,14.1
101,2,30,8,101,44.7333,11.2833
208,1,47,0,208,25.0715,80.1929
117,3,117,3,101,23.67,116.63
117,3,117,3,101,22.55,120.5333
39,1,34,0,39,55.1411,54.65
269,3,13,16,269,19.55,-98.9
43,0,25,0,43,16.5431,102.1104
38,1,29,9,38,39.4804,-76.6294
44,1,11,2,44,-23.0134,-48.0078
146,4,4,18,146,26.2702,-80.2591
50,0,30,3,50,52.4877,-0.7013
17,1,17,0,14,-25.98,-52.5678
20,0,20,0,16,-14.8167,36.55
211,1,22,1,211,16.4833,-15.6
40,1,40,2,34,44.55,11.5333
64,2,6,0,64,2.8,24.7333
52,1,32,5,52,38.8052,-76.9199
47,1,21,1,47,30.9819,-110.3006
18,0,18,1,15,-29.2978,-51.5039
75,1,35,4,75,45.3654,10.4323
45,1,36,3,45,43.3439,11.9189
36,1,25,2,36,50.125,3.4117
73,2,10,14,73,39.5926,-104.8673
186,1,81,1,186,22.73,87.52
100,2,100,1,90,34.15,71.7333
45,1,18,8,45,49.1577,-121.9509
96,2,78,1,96,-6.82,107.1408
173,4,173,3,150,-6.485,106.842
50,1,15,7,50,51.438,-2.854
31,1,27,2,31,39.4619,-3.6064
69,2,20,6,69,45.5667,8.1667
66,2,1,5,66,4.2694,-73.4864
29,0,29,0,28,-20.3188,57.5263
53,1,31,4,53,38.6473,-77.3459
45,1,22,0,45,2.0833,11.4833
66,1,40,2,66,41.0319,21.3347
22,1,22,0,21,12.0139,-83.7644
75,1,29,0,75,15.6321,121.1448
23,0,16,1,23,-11.1469,-37.6208
78,1,34,1,78,48.8024,26.04
31,0,31,1,31,53.3333,8.4833
28,0,28,2,21,49.3928,6.7008
55,1,43,2,55,38.05,13.3833
125,2,61,0,125,27.6722,85.4278
61,1,36,3,61,45.6333,9.2667
148,2,22,1,148,10.45,38.2
66,1,35,3,66,47.4907,18.6363
51,1,35,3,51,33.6905,-116.143
139,2,54,0,139,19.8106,85.8314
139,2,54,0,139,-7.6833,15.6
37,1,28,4,37,52.5,4.95
87,3,69,5,87,39.9398,119.5881
95,2,64,5,95,24.9139,118.5858
132,4,6,11,132,13.8333,-89.2667
132,4,6,11,132,14.6333,-89.45
59,1,42,0,59,42.55,22.95
86,2,55,5,86,31.9275,34.8625
41,1,41,0,39,37.8833,14.95
32,0,27,2,32,51.4542,-0.9731
32,0,27,2,32,40.34,-75.9267
32,0,27,2,32,42.5351,-71.1056
32,0,27,2,32,39.2242,-84.4333
34,1,34,2,25,52.37,7.7189
18,0,18,0,13,-24.65,-50.8508
30,1,30,0,25,56.8053,59.9283
35,0,35,1,27,48.6678,7.9347
34,0,18,1,34,-8.6639,-35.1589
22,0,14,2,22,-31.5303,-68.5947
22,0,14,2,22,-33.1833,-68.4667
51,1,20,7,51,33.8038,-117.8218
51,1,20,7,51,-33.2833,149.1
51,1,20,7,51,44.1383,4.8097
51,1,20,7,51,30.1226,-93.7607
51,1,20,7,51,41.2827,-73.0272
30,1,30,0,11,42.9942,143.1981
36,1,25,3,36,50.85,3.6
52,1,46,3,52,51.7519,-1.2578
52,1,46,3,52,34.3627,-89.5336
52,1,46,3,52,39.5061,-84.7446
52,1,46,3,52,33.5967,-85.8687
52,1,46,3,52,42.1286,-71.8665
52,1,46,3,52,41.4313,-73.135
52,1,46,3,52,36.3155,-78.5848
45,1,11,3,45,-8.6828,-35.5919
45,1,11,3,45,10.0466,-84.4373
50,1,17,4,50,10.16,-67.5582
65,1,65,0,41,39.95,18.1667
48,1,42,0,48,42.0775,21.0519
40,1,40,2,36,34.5967,135.8372
57,1,17,4,57,20.5206,-99.8958
37,0,37,0,16,28.059,-15.5476
50,0,21,0,50,16.16,100.5967
51,1,5,4,51,-21.175,-43.0178
61,1,36,2,61,44.9125,23.1622
24,1,24,0,19,-8.6127,120.463
40,1,35,0,40,56.6667,22.5
178,2,114,0,178,31.1033,77.1722
47,1,47,1,45,32.0689,131.488
34,1,34,0,28,52.8833,19.6667
45,1,45,2,31,42.1155,-72.5395
45,1,45,2,31,37.1943,-93.2916
45,1,45,2,31,39.7709,-89.654
45,1,45,2,31,39.93,-83.7959
45,1,45,2,31,44.0538,-122.9811
45,1,45,2,31,38.781,-77.1839
45,1,45,2,31,39.9281,-75.3362
45,1,45,2,31,40.0986,-75.2016
45,1,45,2,31,36.4949,-86.8711
45,1,45,2,31,40.6994,-74.3254
45,1,45,2,31,49.9292,-96.6939
45,1,45,2,31,43.2907,-72.4809
52,1,29,1,52,49.3,23.5667
97,2,67,1,97,-6.9181,106.9315
51,0,32,1,51,54.906,-1.381
53,1,21,10,53,37.3836,-122.0255
33,0,17,0,33,9.1397,99.3306
41,1,41,0,31,45.9,28.6689
50,1,32,1,50,26.2458,127.7219
40,1,40,0,25,44.7181,26.6453
54,1,43,0,54,49.8242,30.4425
58,0,26,0,58,9.7667,76.4
34,1,34,0,17,60.7667,46.3
53,1,41,0,53,42.0167,24
54,1,18,0,54,8.0698,125.9554
62,1,38,1,62,51.5333,46.0167
32,1,24,2,32,52.1333,-106.6833
70,2,15,23,70,41.4906,-87.5706
54,1,6,4,54,-16.7594,-49.0864
22,0,18,1,22,33.4499,-117.6102
22,0,18,1,22,-35.55,-71.4833
22,0,18,1,22,15.7119,120.3603
35,1,27,3,35,-25.7684,29.4783
35,1,27,3,35,51.5,3.6167
35,1,27,3,35,-31.4939,25.0172
26,1,8,0,26,-17.5689,-52.5508
61,2,25,8,61,35.1783,-80.6528
42,1,42,1,21,43.7294,-98.0337
39,1,31,3,39,51.1833,5.1167
21,0,18,0,21,-24.4067,25.495
32,1,32,2,31,50.56,6.2564
41,1,41,1,23,43.1,11.7833
37,1,27,3,37,36.5919,-121.8808
46,1,46,1,38,42.5142,14.1494
43,1,37,0,43,43.6119,3.8772
67,1,46,5,67,41.3818,-72.8573
25,0,25,0,21,-20.5833,48.5333
39,1,39,1,19,47.4222,40.0939
40,1,37,0,40,40.945,40.2644
48,1,32,1,48,26.3342,127.8056
56,1,20,4,56,50.725,-113.975
71,1,28,9,71,38.8833,-94.82
134,1,41,0,134,16.3,80.2667
89,1,9,14,89,25.665,-80.3042
38,1,38,1,26,52.4,13.0667
38,1,38,1,26,44.6774,-75.0396
47,1,45,1,47,43.5167,43.7
51,2,16,8,51,44.1669,-88.4767
94,1,39,2,94,11.7667,79.6833
179,3,97,3,179,23.08,88.28
110,1,45,0,110,39.5,67.6167
365,2,110,1,307,25.6,85.1
22,0,5,1,22,-16.005,-41.2969
39,1,21,5,39,36.75,-3.5167
47,1,34,4,47,35.7548,139.3874
36,0,36,1,27,49.4417,8.3561
48,1,27,0,48,25.3833,97.4
52,1,43,0,52,49.65,30.9833
59,1,52,3,59,35.1833,136.9
62,0,33,0,62,51.43,-2.76
59,2,4,5,59,14.6194,121.0347
70,1,45,4,70,39.9014,-74.9294
70,1,45,4,70,38.762,-76.7857
47,1,42,4,47,39.4582,-77.9776
62,0,25,0,62,15.5333,119.95
42,1,37,0,42,43.6164,4.0075
73,3,33,1,73,0.4578,33.48
50,1,44,0,50,37.3,14.2
50,1,32,0,50,50.0417,-110.6775
33,1,27,1,33,45.2086,5.7794
33,1,28,2,33,13.3167,122.0833
33,1,28,2,33,39.9833,-4.2814
32,1,32,2,26,44.8942,8.8656
38,0,38,0,17,59.55,30.9
35,1,35,1,25,53.2833,9.7167
37,1,37,0,24,35.5,134.2333
59,1,51,3,59,35.0509,137.0128
54,1,39,0,54,52.2675,-9.6962
61,1,33,1,61,46.5667,23.7833
